scenario,cmp,period,iter,mean_sb_sbmsy
Cyclic recruitment,HS+20,Near term (2026–2035),176,1.0203902212252
Cyclic recruitment,HS+20,Near term (2026–2035),177,0.900060945111466
Cyclic recruitment,HS+20,Near term (2026–2035),178,1.3765737946012
Cyclic recruitment,HS+20,Near term (2026–2035),179,0.702456348633744
Cyclic recruitment,HS+20,Near term (2026–2035),180,0.964795179472352
Cyclic recruitment,HS+20,Near term (2026–2035),181,1.22795009645326
Cyclic recruitment,HS+20,Near term (2026–2035),182,1.17043376805749
Cyclic recruitment,HS+20,Near term (2026–2035),183,1.82642567645969
Cyclic recruitment,HS+20,Near term (2026–2035),184,1.06888988377576
Cyclic recruitment,HS+20,Near term (2026–2035),185,1.32429348943115
Cyclic recruitment,HS+20,Near term (2026–2035),186,1.3572606524722
Cyclic recruitment,HS+20,Near term (2026–2035),187,1.62653994603182
Cyclic recruitment,HS+20,Near term (2026–2035),188,0.679908918553743
Cyclic recruitment,HS+20,Near term (2026–2035),189,0.8369151815543
Cyclic recruitment,HS+20,Near term (2026–2035),190,0.91729651988749
Cyclic recruitment,HS+20,Near term (2026–2035),191,0.631832845816246
Cyclic recruitment,HS+20,Near term (2026–2035),192,1.66813893897128
Cyclic recruitment,HS+20,Near term (2026–2035),193,0.978812507173152
Cyclic recruitment,HS+20,Near term (2026–2035),194,1.51352091657806
Cyclic recruitment,HS+20,Near term (2026–2035),195,0.929953510049251
Cyclic recruitment,HS+20,Near term (2026–2035),196,1.10158233439118
Cyclic recruitment,HS+20,Near term (2026–2035),197,0.902406567496677
Cyclic recruitment,HS+20,Near term (2026–2035),198,1.6066080176124
Cyclic recruitment,HS+20,Near term (2026–2035),199,0.793413818250196
Cyclic recruitment,HS+20,Long term (2041–2050),100,0.831818146458283
Cyclic recruitment,HS+20,Long term (2041–2050),101,0.340160604550046
Cyclic recruitment,HS+20,Long term (2041–2050),102,1.12674363397052
Cyclic recruitment,HS+20,Long term (2041–2050),103,1.38545501383974
Cyclic recruitment,HS+20,Long term (2041–2050),104,0.305117823360407
Cyclic recruitment,HS+20,Long term (2041–2050),105,0.26526146437657
Cyclic recruitment,HS+20,Long term (2041–2050),106,1.11036741043936
Cyclic recruitment,HS+20,Long term (2041–2050),107,1.21850062288089
Cyclic recruitment,HS+20,Long term (2041–2050),108,0.812380943383213
Cyclic recruitment,HS+20,Long term (2041–2050),109,1.31922411104292
Cyclic recruitment,HS+20,Long term (2041–2050),110,1.52465095618512
Cyclic recruitment,HS+20,Long term (2041–2050),111,1.34637601673915
Cyclic recruitment,HS+20,Long term (2041–2050),112,0.804740572910469
Cyclic recruitment,HS+20,Long term (2041–2050),113,0.86875957686978
Cyclic recruitment,HS+20,Long term (2041–2050),114,1.4039464430129
Cyclic recruitment,HS+20,Long term (2041–2050),115,2.52507601446982
Cyclic recruitment,HS+20,Long term (2041–2050),116,0.858911848571016
Cyclic recruitment,HS+20,Long term (2041–2050),117,1.90428422182324
Cyclic recruitment,HS+20,Long term (2041–2050),118,1.10978357869613
Cyclic recruitment,HS+20,Long term (2041–2050),119,0.311712439581291
Cyclic recruitment,HS+20,Long term (2041–2050),120,1.07652098953438
Cyclic recruitment,HS+20,Long term (2041–2050),121,0.779633394581115
Cyclic recruitment,HS+20,Long term (2041–2050),122,1.02620525021376
Cyclic recruitment,HS+20,Long term (2041–2050),123,0.470282250821888
Cyclic recruitment,HS+20,Long term (2041–2050),124,1.1152138377084
Cyclic recruitment,HS+20,Long term (2041–2050),125,0.949817257698468
Cyclic recruitment,HS+20,Long term (2041–2050),126,0.54103770102113
Cyclic recruitment,HS+20,Long term (2041–2050),127,0.669907223597031
Cyclic recruitment,HS+20,Long term (2041–2050),128,1.24546930942885
Cyclic recruitment,HS+20,Long term (2041–2050),129,1.44288350952178
Cyclic recruitment,HS+20,Long term (2041–2050),130,0.570686029976744
Cyclic recruitment,HS+20,Long term (2041–2050),131,1.46372293530986
Cyclic recruitment,HS+20,Long term (2041–2050),132,0.889967483316614
Cyclic recruitment,HS+20,Long term (2041–2050),133,0.333868102618616
Cyclic recruitment,HS+20,Long term (2041–2050),134,1.95012573276358
Cyclic recruitment,HS+20,Long term (2041–2050),135,1.35331866871619
Cyclic recruitment,HS+20,Long term (2041–2050),136,0.2546261681505
Cyclic recruitment,HS+20,Long term (2041–2050),137,0.337694922471481
Cyclic recruitment,HS+20,Long term (2041–2050),138,1.23897945920492
Cyclic recruitment,HS+20,Long term (2041–2050),139,0.768770586122491
Cyclic recruitment,HS+20,Long term (2041–2050),140,0.573440788677991
Cyclic recruitment,HS+20,Long term (2041–2050),141,1.22966408255802
Cyclic recruitment,HS+20,Long term (2041–2050),142,0.78806538896218
Cyclic recruitment,HS+20,Long term (2041–2050),143,0.887662481684106
Cyclic recruitment,HS+20,Long term (2041–2050),144,0.609680704507567
Cyclic recruitment,HS+20,Long term (2041–2050),145,1.28033579140685
Cyclic recruitment,HS+20,Long term (2041–2050),146,0.846289733949277
Cyclic recruitment,HS+20,Long term (2041–2050),147,0.886142201041404
Cyclic recruitment,HS+20,Long term (2041–2050),148,0.327831815179894
Cyclic recruitment,HS+20,Long term (2041–2050),149,1.14915491753301
Cyclic recruitment,HS+20,Long term (2041–2050),150,1.74764722328858
Cyclic recruitment,HS+20,Long term (2041–2050),151,0.774486643133646
Cyclic recruitment,HS+20,Long term (2041–2050),152,1.34965728926311
Cyclic recruitment,HS+20,Long term (2041–2050),153,0.969121851800435
Cyclic recruitment,HS+20,Long term (2041–2050),154,0.686424573295056
Cyclic recruitment,HS+20,Long term (2041–2050),155,0.992403038366096
Cyclic recruitment,HS+20,Long term (2041–2050),156,1.13358692127614
Cyclic recruitment,HS+20,Long term (2041–2050),157,1.0029420668682
Cyclic recruitment,HS+20,Long term (2041–2050),158,0.94056254452682
Cyclic recruitment,HS+20,Long term (2041–2050),159,1.55448469548965
Cyclic recruitment,HS+20,Long term (2041–2050),160,1.9268554402736
Cyclic recruitment,HS+20,Long term (2041–2050),161,0.98186929595727
Cyclic recruitment,HS+20,Long term (2041–2050),162,0.866918423591879
Cyclic recruitment,HS+20,Long term (2041–2050),163,0.105913194561318
Cyclic recruitment,HS+20,Long term (2041–2050),164,1.49872686350817
Cyclic recruitment,HS+20,Long term (2041–2050),165,0.588804620589347
Cyclic recruitment,HS+20,Long term (2041–2050),166,0.639326221600927
Cyclic recruitment,HS+20,Long term (2041–2050),167,0.97278662293749
Cyclic recruitment,HS+20,Long term (2041–2050),168,0.675498916401589
Cyclic recruitment,HS+20,Long term (2041–2050),169,1.68100933010306
Cyclic recruitment,HS+20,Long term (2041–2050),170,1.77647607599765
Cyclic recruitment,HS+20,Long term (2041–2050),171,1.33003596699054
Cyclic recruitment,HS+20,Long term (2041–2050),172,0.668098864975982
Cyclic recruitment,HS+20,Long term (2041–2050),173,0.432648236883735
Cyclic recruitment,HS+20,Long term (2041–2050),174,1.27694177362079
Cyclic recruitment,HS+20,Long term (2041–2050),175,0.707221034474518
Cyclic recruitment,HS+20,Long term (2041–2050),176,0.989002455966677
Cyclic recruitment,HS+20,Long term (2041–2050),177,0.776289799786425
Cyclic recruitment,HS+20,Long term (2041–2050),178,0.642829717348888
Cyclic recruitment,HS+20,Long term (2041–2050),179,0.959876043947305
Cyclic recruitment,HS+20,Long term (2041–2050),180,0.856553966271795
Cyclic recruitment,HS+20,Long term (2041–2050),181,0.884428352071659
Cyclic recruitment,HS+20,Long term (2041–2050),182,1.08693062583507
Cyclic recruitment,HS+20,Long term (2041–2050),183,0.85705043884869
Cyclic recruitment,HS+20,Long term (2041–2050),184,1.61719016488734
Cyclic recruitment,HS+20,Long term (2041–2050),185,1.69624957453464
Cyclic recruitment,HS+20,Long term (2041–2050),186,0.375755572996288
Cyclic recruitment,HS+20,Long term (2041–2050),187,0.632069801272265
Cyclic recruitment,HS+20,Long term (2041–2050),188,0.853420262496215
Cyclic recruitment,HS+20,Long term (2041–2050),189,1.20598148604131
Cyclic recruitment,HS+20,Long term (2041–2050),190,1.26399176491454
Cyclic recruitment,HS+20,Long term (2041–2050),191,0.723099826794302
Cyclic recruitment,HS+20,Long term (2041–2050),192,1.0100382911519
Cyclic recruitment,HS+20,Long term (2041–2050),193,0.523806164957687
Cyclic recruitment,HS+20,Long term (2041–2050),194,1.54619232681195
Cyclic recruitment,HS+20,Long term (2041–2050),195,0.687019473528042
Cyclic recruitment,HS+20,Long term (2041–2050),196,0.89022541571226
Cyclic recruitment,HS+20,Long term (2041–2050),197,1.21745183221628
Cyclic recruitment,HS+20,Long term (2041–2050),198,0.850350609475716
Cyclic recruitment,HS+20,Long term (2041–2050),199,1.063027040228
Cyclic recruitment,PR+20,Near term (2026–2035),100,0.916913245600065
Cyclic recruitment,PR+20,Near term (2026–2035),101,1.13034190844119
Cyclic recruitment,PR+20,Near term (2026–2035),102,1.15017077420164
Cyclic recruitment,PR+20,Near term (2026–2035),103,1.12126049174256
Cyclic recruitment,PR+20,Near term (2026–2035),104,1.10247070881807
Cyclic recruitment,PR+20,Near term (2026–2035),105,1.06424770896677
Cyclic recruitment,PR+20,Near term (2026–2035),106,1.57742562374727
Cyclic recruitment,PR+20,Near term (2026–2035),107,0.862900073023047
Cyclic recruitment,PR+20,Near term (2026–2035),108,1.09885979988078
Cyclic recruitment,PR+20,Near term (2026–2035),109,1.15436597654039
Cyclic recruitment,PR+20,Near term (2026–2035),110,1.47348559510344
Cyclic recruitment,PR+20,Near term (2026–2035),111,0.796780871138886
Cyclic recruitment,PR+20,Near term (2026–2035),112,0.866793959864631
Cyclic recruitment,PR+20,Near term (2026–2035),113,0.945355846675637
Cyclic recruitment,PR+20,Near term (2026–2035),114,1.35449988662435
Cyclic recruitment,PR+20,Near term (2026–2035),115,1.83607192359714
Cyclic recruitment,PR+20,Near term (2026–2035),116,1.4760923205316
Cyclic recruitment,PR+20,Near term (2026–2035),117,1.69921358254983
Cyclic recruitment,PR+20,Near term (2026–2035),118,1.13857105265598
Cyclic recruitment,PR+20,Near term (2026–2035),119,1.21368523642667
Cyclic recruitment,PR+20,Near term (2026–2035),120,1.19402382126587
Cyclic recruitment,PR+20,Near term (2026–2035),121,1.04032597632628
Cyclic recruitment,PR+20,Near term (2026–2035),122,0.905378529984205
Cyclic recruitment,PR+20,Near term (2026–2035),123,0.998952360669464
Cyclic recruitment,PR+20,Near term (2026–2035),124,1.03358169230947
Cyclic recruitment,PR+20,Near term (2026–2035),125,0.893768068653122
Cyclic recruitment,PR+20,Near term (2026–2035),126,0.743544021297427
Cyclic recruitment,PR+20,Near term (2026–2035),127,1.22683141097585
Cyclic recruitment,PR+20,Near term (2026–2035),128,0.807338241847873
Cyclic recruitment,PR+20,Near term (2026–2035),129,1.55978385227837
Cyclic recruitment,PR+20,Near term (2026–2035),130,1.11054530633877
Cyclic recruitment,PR+20,Near term (2026–2035),131,0.898475942051017
Cyclic recruitment,PR+20,Near term (2026–2035),132,0.812094721616447
Cyclic recruitment,PR+20,Near term (2026–2035),133,0.991484425476491
Cyclic recruitment,PR+20,Near term (2026–2035),134,1.17396513893644
Cyclic recruitment,PR+20,Near term (2026–2035),135,0.881823665016332
Cyclic recruitment,PR+20,Near term (2026–2035),136,0.884517243065649
Cyclic recruitment,PR+20,Near term (2026–2035),137,1.45129230620332
Cyclic recruitment,PR+20,Near term (2026–2035),138,1.21379079857706
Cyclic recruitment,PR+20,Near term (2026–2035),139,1.10628770665375
Cyclic recruitment,PR+20,Near term (2026–2035),140,0.721791755752742
Cyclic recruitment,PR+20,Near term (2026–2035),141,1.24483501529585
Cyclic recruitment,PR+20,Near term (2026–2035),142,0.950599373863341
Cyclic recruitment,PR+20,Near term (2026–2035),143,0.969854087064149
Cyclic recruitment,PR+20,Near term (2026–2035),144,1.12390586357461
Cyclic recruitment,PR+20,Near term (2026–2035),145,1.2127193979324
Cyclic recruitment,PR+20,Near term (2026–2035),146,0.660916107973687
Cyclic recruitment,PR+20,Near term (2026–2035),147,1.4287620537913
Cyclic recruitment,PR+20,Near term (2026–2035),148,1.09333688889295
Cyclic recruitment,PR+20,Near term (2026–2035),149,1.21418271947993
Cyclic recruitment,PR+20,Near term (2026–2035),150,1.18509645071162
Cyclic recruitment,PR+20,Near term (2026–2035),151,1.27986564872802
Cyclic recruitment,PR+20,Near term (2026–2035),152,0.955776266926146
Cyclic recruitment,PR+20,Near term (2026–2035),153,0.791781773937852
Cyclic recruitment,PR+20,Near term (2026–2035),154,1.1461127739181
Cyclic recruitment,PR+20,Near term (2026–2035),155,1.94666178245454
Cyclic recruitment,PR+20,Near term (2026–2035),156,1.43485838265277
Cyclic recruitment,PR+20,Near term (2026–2035),157,1.69839818659215
Cyclic recruitment,PR+20,Near term (2026–2035),158,1.88949776641629
Cyclic recruitment,PR+20,Near term (2026–2035),159,1.72649724163699
Cyclic recruitment,PR+20,Near term (2026–2035),160,1.26353774498921
Cyclic recruitment,PR+20,Near term (2026–2035),161,1.66372092843053
Cyclic recruitment,PR+20,Near term (2026–2035),162,1.24333996267119
Cyclic recruitment,PR+20,Near term (2026–2035),163,1.2446969796983
Cyclic recruitment,PR+20,Near term (2026–2035),164,1.15924199140832
Cyclic recruitment,PR+20,Near term (2026–2035),165,1.46004726275892
Cyclic recruitment,PR+20,Near term (2026–2035),166,1.38923714705224
Cyclic recruitment,PR+20,Near term (2026–2035),167,1.08709925500918
Cyclic recruitment,PR+20,Near term (2026–2035),168,1.28830642650961
Cyclic recruitment,PR+20,Near term (2026–2035),169,1.34374318884852
Cyclic recruitment,PR+20,Near term (2026–2035),170,1.32812844653087
Cyclic recruitment,PR+20,Near term (2026–2035),171,1.35721457865735
Cyclic recruitment,PR+20,Near term (2026–2035),172,0.872070631891395
Cyclic recruitment,PR+20,Near term (2026–2035),173,1.24283143547825
Cyclic recruitment,PR+20,Near term (2026–2035),174,1.14980715695927
Cyclic recruitment,PR+20,Near term (2026–2035),175,1.14193950912515
Cyclic recruitment,PR+20,Near term (2026–2035),176,1.15658545720363
Cyclic recruitment,PR+20,Near term (2026–2035),177,0.988104462141531
Cyclic recruitment,PR+20,Near term (2026–2035),178,1.45217293580601
Cyclic recruitment,PR+20,Near term (2026–2035),179,0.73391276981084
Cyclic recruitment,PR+20,Near term (2026–2035),180,0.989281534266841
Cyclic recruitment,PR+20,Near term (2026–2035),181,1.26782708810824
Cyclic recruitment,PR+20,Near term (2026–2035),182,1.21145754325381
Cyclic recruitment,PR+20,Near term (2026–2035),183,1.88862756443582
Cyclic recruitment,PR+20,Near term (2026–2035),184,1.09539028211377
Cyclic recruitment,PR+20,Near term (2026–2035),185,1.39908277717753
Cyclic recruitment,PR+20,Near term (2026–2035),186,1.41032332487669
Cyclic recruitment,PR+20,Near term (2026–2035),187,1.70136598579569
Cyclic recruitment,PR+20,Near term (2026–2035),188,0.712252996031624
Cyclic recruitment,PR+20,Near term (2026–2035),189,0.892776677313423
Cyclic recruitment,PR+20,Near term (2026–2035),190,1.02539809905805
Cyclic recruitment,PR+20,Near term (2026–2035),191,0.690643064104558
Cyclic recruitment,PR+20,Near term (2026–2035),192,1.72071692305072
Cyclic recruitment,PR+20,Near term (2026–2035),193,1.08978449292346
Cyclic recruitment,PR+20,Near term (2026–2035),194,1.554813934479
Cyclic recruitment,PR+20,Near term (2026–2035),195,0.958395211663976
Cyclic recruitment,PR+20,Near term (2026–2035),196,1.20036464865576
Cyclic recruitment,PR+20,Near term (2026–2035),197,0.961861571650048
Cyclic recruitment,PR+20,Near term (2026–2035),198,1.67143429651926
Cyclic recruitment,PR+20,Near term (2026–2035),199,0.694866258310557
Cyclic recruitment,PR+20,Long term (2041–2050),100,0.890395222934991
Cyclic recruitment,PR+20,Long term (2041–2050),101,0.618640644824482
Cyclic recruitment,PR+20,Long term (2041–2050),102,1.16267475738091
Cyclic recruitment,PR+20,Long term (2041–2050),103,1.42024955025898
Cyclic recruitment,PR+20,Long term (2041–2050),104,0.733106280975322
Cyclic recruitment,PR+20,Long term (2041–2050),105,0.478544563610858
Cyclic recruitment,PR+20,Long term (2041–2050),106,1.07548148527207
Cyclic recruitment,PR+20,Long term (2041–2050),107,1.36209808260048
Cyclic recruitment,PR+20,Long term (2041–2050),108,0.906840335350795
Cyclic recruitment,PR+20,Long term (2041–2050),109,1.35954225883755
Cyclic recruitment,PR+20,Long term (2041–2050),110,1.46858549567783
Cyclic recruitment,PR+20,Long term (2041–2050),111,1.36194648832269
Cyclic recruitment,PR+20,Long term (2041–2050),112,0.779400887106737
Cyclic recruitment,PR+20,Long term (2041–2050),113,0.888572275216137
Cyclic recruitment,PR+20,Long term (2041–2050),114,1.46257786176504
Cyclic recruitment,PR+20,Long term (2041–2050),115,2.26438717908163
Cyclic recruitment,PR+20,Long term (2041–2050),116,0.899166086532044
Cyclic recruitment,PR+20,Long term (2041–2050),117,1.88708086820291
Cyclic recruitment,PR+20,Long term (2041–2050),118,1.13187176602027
Cyclic recruitment,PR+20,Long term (2041–2050),119,0.401652978779987
Cyclic recruitment,PR+20,Long term (2041–2050),120,1.28944937675693
Cyclic recruitment,PR+20,Long term (2041–2050),121,0.926774517117203
Cyclic recruitment,PR+20,Long term (2041–2050),122,1.0603801682796
Cyclic recruitment,PR+20,Long term (2041–2050),123,0.802908838040385
Cyclic recruitment,PR+20,Long term (2041–2050),124,1.11698035963736
Cyclic recruitment,PR+20,Long term (2041–2050),125,0.969038515707298
Cyclic recruitment,PR+20,Long term (2041–2050),126,0.666629673292389
Cyclic recruitment,PR+20,Long term (2041–2050),127,0.590545059248035
Cyclic recruitment,PR+20,Long term (2041–2050),128,1.27536684992917
Cyclic recruitment,PR+20,Long term (2041–2050),129,1.12584831369239
Cyclic recruitment,PR+20,Long term (2041–2050),130,0.56074916866242
Cyclic recruitment,PR+20,Long term (2041–2050),131,1.52047213437115
Cyclic recruitment,PR+20,Long term (2041–2050),132,1.11375194069843
Cyclic recruitment,PR+20,Long term (2041–2050),133,0.507799070317399
Cyclic recruitment,PR+20,Long term (2041–2050),134,2.14051401944009
Cyclic recruitment,PR+20,Long term (2041–2050),135,1.36082653700106
Cyclic recruitment,PR+20,Long term (2041–2050),136,0.641555711491827
Cyclic recruitment,PR+20,Long term (2041–2050),137,0.440021209420378
Cyclic recruitment,PR+20,Long term (2041–2050),138,1.24848357371842
Cyclic recruitment,PR+20,Long term (2041–2050),139,0.886533184741434
Cyclic recruitment,PR+20,Long term (2041–2050),140,0.578818915788542
Cyclic recruitment,PR+20,Long term (2041–2050),141,1.27978940287959
Cyclic recruitment,PR+20,Long term (2041–2050),142,0.782384548349655
Cyclic recruitment,PR+20,Long term (2041–2050),143,1.00559263968739
Cyclic recruitment,PR+20,Long term (2041–2050),144,0.727353368161403
Cyclic recruitment,PR+20,Long term (2041–2050),145,1.10683276551195
Cyclic recruitment,PR+20,Long term (2041–2050),146,0.771728018300252
Cyclic recruitment,PR+20,Long term (2041–2050),147,0.954872373109288
Cyclic recruitment,PR+20,Long term (2041–2050),148,0.436019881607678
Cyclic recruitment,PR+20,Long term (2041–2050),149,1.25537657142298
Cyclic recruitment,PR+20,Long term (2041–2050),150,1.79118355212438
Cyclic recruitment,PR+20,Long term (2041–2050),151,0.852015980976535
Cyclic recruitment,PR+20,Long term (2041–2050),152,1.36891911014819
Cyclic recruitment,PR+20,Long term (2041–2050),153,0.987452349022196
Cyclic recruitment,PR+20,Long term (2041–2050),154,0.767814691242215
Cyclic recruitment,PR+20,Long term (2041–2050),155,0.981621749497226
Cyclic recruitment,PR+20,Long term (2041–2050),156,1.17324767237667
Cyclic recruitment,PR+20,Long term (2041–2050),157,1.03181934431938
Cyclic recruitment,PR+20,Long term (2041–2050),158,1.1630495116427
Cyclic recruitment,PR+20,Long term (2041–2050),159,1.52428183622799
Cyclic recruitment,PR+20,Long term (2041–2050),160,1.60190988958459
Cyclic recruitment,PR+20,Long term (2041–2050),161,1.02454138611514
Cyclic recruitment,PR+20,Long term (2041–2050),162,0.867308524743991
Cyclic recruitment,PR+20,Long term (2041–2050),163,0.351357292282949
Cyclic recruitment,PR+20,Long term (2041–2050),164,1.48059346701489
Cyclic recruitment,PR+20,Long term (2041–2050),165,0.772410262954616
Cyclic recruitment,PR+20,Long term (2041–2050),166,0.821844855500292
Cyclic recruitment,PR+20,Long term (2041–2050),167,1.09393199241027
Cyclic recruitment,PR+20,Long term (2041–2050),168,1.03344525731428
Cyclic recruitment,PR+20,Long term (2041–2050),169,1.33512093702759
Cyclic recruitment,PR+20,Long term (2041–2050),170,1.77217962529791
Cyclic recruitment,PR+20,Long term (2041–2050),171,1.31372184535728
Cyclic recruitment,PR+20,Long term (2041–2050),172,0.690677392497917
Cyclic recruitment,PR+20,Long term (2041–2050),173,0.541806796857593
Cyclic recruitment,PR+20,Long term (2041–2050),174,1.31064526061885
Cyclic recruitment,PR+20,Long term (2041–2050),175,0.914020762351505
Cyclic recruitment,PR+20,Long term (2041–2050),176,1.14847243141313
Cyclic recruitment,PR+20,Long term (2041–2050),177,0.744954267065131
Cyclic recruitment,PR+20,Long term (2041–2050),178,0.889370438793071
Cyclic recruitment,PR+20,Long term (2041–2050),179,0.965109787545549
Cyclic recruitment,PR+20,Long term (2041–2050),180,1.06963828619366
Cyclic recruitment,PR+20,Long term (2041–2050),181,0.914042020931807
Cyclic recruitment,PR+20,Long term (2041–2050),182,1.06684813351321
Cyclic recruitment,PR+20,Long term (2041–2050),183,1.08940891757395
Cyclic recruitment,PR+20,Long term (2041–2050),184,1.56870121675155
Cyclic recruitment,PR+20,Long term (2041–2050),185,1.72944571265324
Cyclic recruitment,PR+20,Long term (2041–2050),186,0.320497617631431
Cyclic recruitment,PR+20,Long term (2041–2050),187,0.589552831254074
Cyclic recruitment,PR+20,Long term (2041–2050),188,0.869882273334928
Cyclic recruitment,PR+20,Long term (2041–2050),189,0.928066867604569
Cyclic recruitment,PR+20,Long term (2041–2050),190,1.27318407250112
Cyclic recruitment,PR+20,Long term (2041–2050),191,0.720110828593468
Cyclic recruitment,PR+20,Long term (2041–2050),192,0.987360666469312
Cyclic recruitment,PR+20,Long term (2041–2050),193,0.674916785970401
Cyclic recruitment,PR+20,Long term (2041–2050),194,1.61241746351319
Cyclic recruitment,PR+20,Long term (2041–2050),195,0.765918917326707
Cyclic recruitment,PR+20,Long term (2041–2050),196,0.882015263127503
Cyclic recruitment,PR+20,Long term (2041–2050),197,1.26822117621091
Cyclic recruitment,PR+20,Long term (2041–2050),198,0.996578442790137
Cyclic recruitment,PR+20,Long term (2041–2050),199,1.10615252511373
